year month day hour T01 T02 T03 T04 T05 T06 T07 T08 T09 T10 T11 T12 T13 T14 T15 T16
2015 1 4 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 9 NA 3960 NA 6840 NA 6840 7080 NA 8160 8760 8400 5640 7560 NA NA NA
2015 1 4 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 13 NA 5640 NA 7800 NA 9000 9720 NA 10440 11280 10920 7440 10440 NA NA NA
2015 1 4 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 17 NA 3480 NA 5400 NA 6960 7560 NA 8400 9120 9240 5640 8760 NA NA NA
2015 1 4 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 21 NA 1800 NA 4800 NA 5640 5880 NA 6960 7920 7680 3960 7920 NA NA NA
2015 1 4 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 4 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 9 NA 1320 NA 2520 NA 2640 2520 NA 3360 3720 4080 2520 4080 NA NA NA
2015 1 5 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 13 NA 2640 NA 3480 NA 3240 3000 NA 3480 3600 3960 2640 3840 NA NA NA
2015 1 5 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 17 NA 1440 NA 1920 NA 2160 1920 NA 2040 2520 2880 2160 3120 NA NA NA
2015 1 5 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 21 NA 960 NA 1680 NA 1320 1320 NA 1320 1200 1320 840 1320 NA NA NA
2015 1 5 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 5 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 9 NA 600 NA 960 NA 1080 960 NA 1320 1320 1320 720 1200 NA NA NA
2015 1 6 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 13 NA 480 NA 960 NA 840 840 NA 960 960 960 600 960 NA NA NA
2015 1 6 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 17 NA 1200 NA 1680 NA 1920 2040 NA 2520 2400 2640 1920 2520 NA NA NA
2015 1 6 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 21 NA 2640 NA 4920 NA 6000 6000 NA 5640 5760 5280 3600 5280 NA NA NA
2015 1 6 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 6 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 9 NA 8160 10320 10800 9480 9360 10320 NA 10080 10920 10320 8040 10080 NA NA NA
2015 1 7 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 13 NA 7320 11280 11280 10920 10080 10800 NA 12000 11760 12120 9240 11160 NA NA NA
2015 1 7 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 17 NA 4200 5160 5400 6120 5880 6960 NA 7200 7680 7200 6240 7920 NA NA NA
2015 1 7 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 21 NA 5640 7080 7560 7800 7080 7800 NA 8760 9480 8760 7680 9480 NA NA NA
2015 1 7 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 7 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 9 NA 6720 9120 9000 9600 10320 10800 NA 11160 11760 11400 6120 9480 NA NA NA
2015 1 8 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 8 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 9 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 10 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 11 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 12 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 13 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 1 14 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
